10.445653200149536s to calculate
0.03365015983581543s to dump
         1087997 function calls (1072484 primitive calls) in 11.320 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 tempfile.py:860(TemporaryDirectory)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 records.py:195(record)
        8    0.000    0.000    0.000    0.000 core.py:3443(dtype)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1068(Char)
       12    0.000    0.000    0.000    0.000 dataclasses.py:549(_init_param)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:31(LayoutGrid)
       24    0.000    0.000    0.000    0.000 dviread.py:152(_dispatch)
        1    0.000    0.000    0.000    0.000 core.py:98(__compat__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:369(PngStream)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1139(_BaseV4)
        1    0.000    0.000    0.000    0.000 image.py:861(AxesImage)
        5    0.000    0.000    0.000    0.000 rcsetup.py:596(_validate_greaterthan_minushalf)
       12    0.000    0.000    0.000    0.000 cbook.py:2368(_is_jax_array)
        1    0.000    0.000    0.000    0.000 _internal.py:260(_ctypes)
        3    0.000    0.000    0.000    0.000 __init__.py:53(__get__)
       34    0.000    0.000    0.000    0.000 core.py:1934(recurse)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 ticker.py:199(Formatter)
        2    0.000    0.000    0.000    0.000 rcsetup.py:431(_validate_mathtext_fallback)
        1    0.000    0.000    0.000    0.000 __init__.py:1117(StreamHandler)
        1    0.000    0.000    0.000    0.000 calendar.py:189(Calendar)
        1    0.000    0.000    0.000    0.000 tz.py:201(tzlocal)
        1    0.000    0.000    0.000    0.000 _parser.py:241(parserinfo)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        3    0.000    0.000    0.000    0.000 rcsetup.py:604(_validate_greaterequal0_lessequal1)
       29    0.000    0.000    0.000    0.000 core.py:4294(<genexpr>)
       15    0.000    0.000    0.000    0.000 {built-in method math.cos}
        1    0.000    0.000    0.000    0.000 __init__.py:546(Formatter)
        2    0.000    0.000    0.000    0.000 deprecation.py:242(__init__)
        1    0.000    0.000    0.000    0.000 gzip.py:139(GzipFile)
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        1    0.000    0.000    0.000    0.000 axis3d.py:739(XAxis)
       12    0.000    0.000    0.000    0.000 dataclasses.py:477(_field_assign)
        1    0.000    0.000    0.000    0.000 __init__.py:2285(NullHandler)
       21    0.000    0.000    0.000    0.000 enum.py:93(_is_single_bit)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:76(destroy_all)
       24    0.000    0.000    0.000    0.000 dataclasses.py:691(_is_initvar)
        1    0.000    0.000    0.000    0.000 __init__.py:322(CDLL)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2150(IPv6Interface)
        1    0.000    0.000    0.000    0.000 registry.py:95(_backend_module_name)
        2    0.000    0.000    0.000    0.000 scale.py:115(get_transform)
        2    0.000    0.000    0.000    0.000 axis.py:2543(get_minpos)
        1    0.000    0.000    0.000    0.000 offsetbox.py:675(TextArea)
        1    0.000    0.000    0.000    0.000 container.py:5(Container)
        1    0.000    0.000    0.000    0.000 dviread.py:65(Text)
        2    0.000    0.000    0.000    0.000 _base.py:73(wrapper)
        9    0.000    0.000    0.000    0.000 transforms.py:198(<lambda>)
        1    0.000    0.000    0.000    0.000 text.py:1448(_AnnotationBase)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 _npyio_impl.py:105(NpzFile)
       22    0.000    0.000    0.000    0.000 core.py:3492(<genexpr>)
        1    0.000    0.000    0.000    0.000 _iotools.py:229(NameValidator)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
       30    0.000    0.000    0.000    0.000 patches.py:811(rotation_point)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:388(__subclasshook__)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:155(ChunkStream)
        2    0.000    0.000    0.000    0.000 rcsetup.py:582(validate_sketch)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1231(_resolve_name)
        5    0.000    0.000    0.000    0.000 version.py:78(__lt__)
       23    0.000    0.000    0.000    0.000 text.py:605(set_wrap)
        1    0.000    0.000    0.000    0.000 core.py:2971(Char)
       24    0.000    0.000    0.000    0.000 patches.py:2337(<genexpr>)
        1    0.000    0.000    0.000    0.000 transforms.py:2544(BboxTransform)
        1    0.000    0.000    0.000    0.000 widgets.py:2860(ToolLineHandles)
        2    0.000    0.000    0.000    0.000 Image.py:3669(register_extension)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 art3d.py:852(Poly3DCollection)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
        6    0.000    0.000    0.000    0.000 signal.py:51(decorator)
       15    0.000    0.000    0.000    0.000 {built-in method math.radians}
       10    0.000    0.000    0.000    0.000 _docstring.py:61(__init__)
       12    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _common.py:267(tzrangebase)
        4    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 axis3d.py:747(YAxis)
        1    0.000    0.000    0.000    0.000 _mathtext.py:221(Fonts)
        2    0.000    0.000    0.000    0.000 rcsetup.py:793(_validate_legend_loc)
        1    0.000    0.000    0.000    0.000 legend_handler.py:524(__init__)
        2    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
        1    0.000    0.000    0.000    0.000 _exceptions.py:116(_ArrayMemoryError)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        2    0.000    0.000    0.000    0.000 axis.py:2786(get_minpos)
        6    0.000    0.000    0.000    0.000 <frozen _collections_abc>:407(__subclasshook__)
        1    0.000    0.000    0.000    0.000 _globals.py:32(_NoValueType)
        1    0.000    0.000    0.000    0.000 core.py:6662(MaskedConstant)
        4    0.000    0.000    0.000    0.000 mixins.py:53(_unary_method)
        2    0.000    0.000    0.000    0.000 axis.py:1969(set_pickradius)
        1    0.000    0.000    0.000    0.000 transforms.py:1090(TransformedBbox)
        1    0.000    0.000    0.000    0.000 core.py:6466(mvoid)
        2    0.000    0.000    0.000    0.000 __init__.py:334(__len__)
        1    0.000    0.000    0.000    0.000 gridspec.py:216(_normalize)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 core.py:2383(Literal)
        1    0.000    0.000    0.000    0.000 _trirefine.py:47(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 <frozen posixpath>:408(abspath)
       23    0.000    0.000    0.000    0.000 font_manager.py:851(set_file)
       12    0.000    0.000    0.000    0.000 core.py:5769(postParse)
        1    0.000    0.000    0.000    0.000 core.py:5867(Suppress)
        1    0.000    0.000    0.000    0.000 polar.py:328(ThetaTick)
        1    0.000    0.000    0.000    0.000 axis3d.py:755(ZAxis)
        8    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 lines.py:1603(VertexSelector)
        1    0.000    0.000    0.000    0.000 widgets.py:595(RangeSlider)
        4    0.000    0.000    0.000    0.000 typing.py:407(_eval_type)
        1    0.000    0.000    0.000    0.000 figure.py:2619(set_layout_engine)
        1    0.000    0.000    0.000    0.000 Image.py:2994(ImagePointHandler)
        2    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.generic' objects}
       12    0.000    0.000    0.000    0.000 typing.py:494(__repr__)
        4    0.000    0.000    0.000    0.000 core.py:3435(parseImpl)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.000    0.000 _datasource.py:195(DataSource)
        1    0.000    0.000    0.000    0.000 widgets.py:148(Button)
        1    0.000    0.000    0.000    0.000 image.py:784(set_interpolation_stage)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.display_is_valid}
        4    0.000    0.000    0.000    0.000 axis.py:1634(get_major_locator)
       12    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        1    0.000    0.000    0.000    0.000 backend_tools.py:900(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 core.py:5113(DelimitedList)
        1    0.000    0.000    0.000    0.000 patches.py:2276(_Style)
        1    0.000    0.000    0.000    0.000 ticker.py:1131(LogitFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
       15    0.000    0.000    0.000    0.000 {built-in method math.sin}
        1    0.000    0.000    0.000    0.000 colors.py:971(LinearSegmentedColormap)
        1    0.000    0.000    0.000    0.000 core.py:4368(Each)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 widgets.py:976(CheckButtons)
       24    0.000    0.000    0.000    0.000 core.py:4293(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen genericpath>:39(isdir)
        1    0.000    0.000    0.000    0.000 transforms.py:1286(Transform)
        1    0.000    0.000    0.000    0.000 core.py:4767(FollowedBy)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        6    0.000    0.000    0.000    0.000 axis.py:1799(have_units)
        2    0.000    0.000    0.000    0.000 _ufunc_config.py:426(__exit__)
        1    0.000    0.000    0.000    0.000 ast.py:69(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 ticker.py:520(set_useLocale)
        2    0.000    0.000    0.000    0.000 results.py:438(__getattr__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1353(_recalculate)
        3    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 streamplot.py:259(DomainMap)
        1    0.000    0.000    0.000    0.000 collections.py:1954(_MeshData)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 offsetbox.py:563(DrawingArea)
        1    0.000    0.000    0.000    0.000 ticker.py:1983(MaxNLocator)
        1    0.000    0.000    0.000    0.000 units.py:108(ConversionInterface)
        1    0.000    0.000    0.000    0.000 mlab.py:770(GaussianKDE)
       18    0.000    0.000    0.000    0.000 markers.py:449(_set_nothing)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:997(exec_module)
        2    0.000    0.000    0.000    0.000 core.py:6762(__setattr__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3273(ToolContainerBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1420(IPv4Interface)
       10    0.000    0.000    0.000    0.000 rcsetup.py:399(validate_fontweight)
        2    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:1803(_shadowed_dict_from_weakref_mro_tuple)
        1    0.000    0.000    0.000    0.000 cbook.py:677(_Stack)
        1    0.000    0.000    0.000    0.000 core.py:3452(White)
        2    0.000    0.000    0.000    0.000 core.py:3543(mask)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:286(CubicTriInterpolator)
        6    0.000    0.000    0.000    0.000 colors.py:234(_has_alpha_channel)
        6    0.000    0.000    0.000    0.000 typing.py:984(_is_typevar_like)
        1    0.000    0.000    0.000    0.000 __init__.py:1452(_fixupChildren)
        1    0.000    0.000    0.000    0.000 registry.py:273(list_builtin)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 category.py:168(UnitData)
        1    0.000    0.000    0.000    0.000 transforms.py:350(width)
        1    0.000    0.000    0.000    0.000 Image.py:3607(register_open)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1308(Vlist)
        1    0.000    0.000    0.000    0.000 gridspec.py:303(GridSpec)
        1    0.000    0.000    0.000    0.000 colors.py:560(ColorConverter)
       15    0.000    0.000    0.000    0.000 results.py:457(<lambda>)
        1    0.000    0.000    0.000    0.000 polar.py:516(_ThetaShift)
       14    0.000    0.000    0.000    0.000 typing.py:1990(<genexpr>)
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
       16    0.000    0.000    0.000    0.000 _base.py:840(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen os>:1116(__subclasshook__)
        1    0.000    0.000    0.000    0.000 dates.py:1057(DateLocator)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:18(_NestedSequence)
        1    0.000    0.000    0.000    0.000 units.py:135(DecimalConverter)
        1    0.000    0.000    0.000    0.000 spines.py:548(from_dict)
        1    0.000    0.000    0.000    0.000 extras.py:1785(MAxisConcatenator)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 transforms.py:2736(TransformedPath)
        1    0.000    0.000    0.000    0.000 dviread.py:531(DviFont)
